,loss,mse,mae,r_square,val_loss,val_mse,val_mae,val_r_square
11,4.802582225238439e-07,4.802582225238439e-07,0.00042189197847619653,-6.3184309005737305,4.4019466827194265e-07,4.4019466827194265e-07,0.0003942747716791928,-8.137689590454102
12,4.4019282086082967e-07,4.4019282086082967e-07,0.0004137205833103508,-4.569108963012695,4.074179571489367e-07,4.074179571489367e-07,0.00034219174995087087,-7.7559709548950195
13,4.359785634733271e-07,4.359785634733271e-07,0.00040582724614068866,-5.336345195770264,3.886243575834669e-07,3.886243575834669e-07,0.0003761709958780557,-7.0864362716674805
14,3.5063752079622645e-07,3.5063752079622645e-07,0.0003732896875590086,-4.444825172424316,3.671467254662275e-07,3.671467254662275e-07,0.0003399254637770355,-7.034107208251953
15,3.086502999849472e-07,3.086502999849472e-07,0.0003594942681957036,-3.0664823055267334,2.99747057397326e-07,2.99747057397326e-07,0.00033509478089399636,-5.133255958557129
16,3.657259242118016e-07,3.657259242118016e-07,0.00037980766501277685,-4.074243545532227,3.733634343916492e-07,3.733634343916492e-07,0.00032869059941731393,-6.846051216125488
17,3.2978368835756555e-07,3.2978368835756555e-07,0.00037508466630242765,-3.3068854808807373,2.530298104375106e-07,2.530298104375106e-07,0.0003031848755199462,-4.129789352416992
18,3.007994848758244e-07,3.007994848758244e-07,0.00034815046819858253,-3.132272958755493,2.95650579573703e-07,2.95650579573703e-07,0.0003280586679466069,-5.609951496124268
19,2.477376028764411e-07,2.477376028764411e-07,0.0003167238610330969,-2.2853281497955322,2.8160104648122797e-07,2.8160104648122797e-07,0.0002770316496025771,-5.4125471115112305
20,2.290572069796326e-07,2.290572069796326e-07,0.00029245991026982665,-2.2867181301116943,2.4275198029499734e-07,2.4275198029499734e-07,0.00027177861193194985,-4.313939094543457
